Date,Price,Open,High,Low,Vol.,Change %
05/06/2022,48.54,48.83,48.83,48.45,390.37K,-0.19%
05/05/2022,48.64,49.11,49.11,48.64,214.92K,0.00%
05/04/2022,48.64,49.11,49.11,48.17,405.73K,0.00%
04/29/2022,48.64,49.58,49.58,47.69,1.22M,-0.96%
04/28/2022,49.11,48.07,50.05,47.69,282.50K,2.16%
04/27/2022,48.07,47.22,51,47.22,2.46M,1.19%
04/26/2022,47.5,47.22,47.69,47.22,5.74M,0.60%
04/25/2022,47.22,50.05,51,47.22,164.32K,-12.28%
04/08/2022,53.83,56.29,56.57,51.94,258.68K,-5.00%
04/07/2022,56.67,57.61,57.61,55.72,58.11K,-0.83%
04/06/2022,57.14,59.97,60.35,56.67,180.21K,-2.73%
04/05/2022,58.74,56.67,59.5,56.19,111.01K,3.67%
04/04/2022,56.67,56.19,61.2,53.83,199.63K,1.69%
04/01/2022,55.72,58.65,58.65,55.72,36.45K,-5.60%
03/31/2022,59.03,65.17,65.17,57.61,172.92K,-7.32%
03/30/2022,63.69,66.42,66.42,63.23,497.97K,-4.76%
03/29/2022,66.87,68.24,68.6,65.51,325.90K,-2.00%
03/28/2022,68.24,69.42,69.42,67.78,399.40K,-1.32%
03/25/2022,69.15,70.06,71.69,69.06,411.47K,-1.30%
03/24/2022,70.06,69.97,71.42,69.69,558.79K,0.52%
03/23/2022,69.69,70.15,70.15,69.51,144.95K,-0.52%
03/22/2022,70.06,71.88,72.33,70.06,328.32K,-1.03%
03/21/2022,70.78,70.78,71.42,70.6,145.63K,1.04%
03/18/2022,70.06,71.88,71.88,69.78,845.83K,-1.91%
03/16/2022,71.42,70.97,72.33,70.6,19.56K,0.77%
03/15/2022,70.88,71.6,71.6,70.51,82.58K,-0.89%
03/14/2022,71.51,73.7,73.97,71.06,56.63K,-0.63%
03/11/2022,71.97,74.15,74.15,71.88,41.79K,-2.35%
03/10/2022,73.7,70.97,73.7,70.51,69.43K,3.18%
03/09/2022,71.42,69.15,72.79,69.15,156.25K,-2.00%
03/08/2022,72.88,72.97,73.24,71.88,110.11K,-0.50%
03/07/2022,73.24,74.06,74.61,72.79,420.95K,-1.11%
03/04/2022,74.06,74.52,74.52,73.7,33.00K,-0.61%
03/03/2022,74.52,73.97,74.79,73.79,312.58K,0.37%
03/02/2022,74.24,75.06,75.52,73.7,207.71K,-0.49%
02/28/2022,74.61,74.61,75.06,72.6,1.51M,1.86%
02/25/2022,73.24,71.88,73.24,71.42,1.86M,0.63%
02/24/2022,72.79,72.33,73.51,71.42,169.84K,-1.11%
02/23/2022,73.61,73.7,73.7,71.51,141.63K,-0.25%
02/22/2022,73.79,72.33,74.06,72.06,62.82K,2.01%
02/21/2022,72.33,74.24,74.61,71.97,178.14K,-2.93%
02/18/2022,74.52,74.7,74.7,74.15,69.43K,-0.61%
02/17/2022,74.97,73.7,75.42,73.06,107.53K,3.00%
02/15/2022,72.79,72.79,74.52,72.7,63.10K,0.00%
02/14/2022,72.79,73.24,73.7,71.88,364.02K,-0.37%
02/11/2022,73.06,71.88,73.15,71.88,34.22K,0.63%
02/10/2022,72.6,72.42,73.7,71.15,130.02K,0.13%
02/09/2022,72.51,73.24,73.7,72.42,448.25K,-0.99%
02/08/2022,73.24,75.06,75.06,72.97,499.76K,0.00%
02/07/2022,73.24,74.79,74.79,72.79,341.38K,-2.42%
02/03/2022,75.06,74.61,75.06,72.79,376.86K,0.61%
02/02/2022,74.61,74.79,74.97,74.24,294.19K,-0.12%
02/01/2022,74.7,74.61,75.52,74.15,64.62K,-0.97%
01/31/2022,75.42,74.61,75.52,74.61,146.43K,1.59%
01/28/2022,74.24,74.61,75.42,74.15,66.83K,-0.85%
01/27/2022,74.88,74.7,75.97,74.61,282.14K,0.24%
01/26/2022,74.7,75.06,75.52,74.61,83.58K,-0.48%
01/25/2022,75.06,76.88,76.88,75.06,131.16K,-1.79%
01/24/2022,76.43,76.43,77.34,75.79,320.56K,0.12%
01/21/2022,76.33,76.33,76.7,75.97,759.59K,0.48%
01/20/2022,75.97,75.42,76.06,74.97,231.86K,0.97%
01/19/2022,75.24,74.52,75.7,74.15,438.34K,1.35%
01/18/2022,74.24,74.15,75.97,73.7,379.92K,-0.49%
01/13/2022,74.61,74.15,74.61,72.88,143.18K,0.24%
01/12/2022,74.42,74.24,75.33,73.61,365.43K,0.25%
01/11/2022,74.24,76.43,76.43,74.15,153.41K,-0.61%
01/10/2022,74.7,73.06,76.43,72.79,1.40M,2.63%
01/07/2022,72.79,72.42,72.79,71.88,788.38K,0.25%
01/06/2022,72.6,72.79,72.79,72.15,170.73K,0.38%
01/05/2022,72.33,73.15,73.24,72.33,426.23K,-0.87%
01/04/2022,72.97,72.97,72.97,72.33,308.19K,0.25%
01/03/2022,72.79,71.97,73.61,71.97,872.26K,1.01%
12/31/2021,72.06,72.79,72.79,71.69,110.67K,-0.75%
12/30/2021,72.6,71.88,72.79,71.42,498.74K,-0.25%
12/29/2021,72.79,71.6,72.79,70.51,925.78K,0.63%
12/28/2021,72.33,70.88,72.7,70.6,626.68K,2.45%
12/27/2021,70.6,70.88,70.97,70.06,378.62K,0.26%
12/24/2021,70.42,70.97,70.97,70.24,195.27K,-0.77%
12/23/2021,70.97,70.51,71.42,69.97,314.17K,1.30%
12/22/2021,70.06,70.97,70.97,70.06,321.76K,-1.28%
12/21/2021,70.97,71.51,71.51,70.88,456.04K,-0.76%
12/20/2021,71.51,72.06,72.15,71.51,278.96K,-0.88%
12/17/2021,72.15,72.97,72.97,72.06,258.39K,-1.25%
12/16/2021,73.06,73.24,73.24,72.33,2.79M,0.50%
12/15/2021,72.7,72.33,73.15,71.88,5.72M,0.50%
12/14/2021,72.33,72.7,72.79,72.33,200.57K,-0.50%
12/13/2021,72.7,72.79,72.88,72.42,660.35K,-0.25%
12/10/2021,72.88,73.7,73.7,72.7,1.06M,-0.37%
12/09/2021,73.15,73.33,73.7,72.7,404.65K,-0.12%
12/08/2021,73.24,73.33,73.42,72.79,283.86K,0.00%
12/07/2021,73.24,72.88,74.15,72.7,355.43K,0.12%
12/06/2021,73.15,72.79,74.15,72.51,32.83K,0.50%
12/03/2021,72.79,73.61,73.7,72.79,222.03K,-1.11%
12/02/2021,73.61,75.42,75.42,73.24,123.00K,-0.49%
12/01/2021,73.97,72.79,74.15,72.79,222.24K,0.37%
11/30/2021,73.7,74.88,74.88,72.7,1.57M,-1.70%
11/29/2021,74.97,74.79,75.06,73.97,484.90K,-0.24%
11/26/2021,75.15,75.52,75.61,74.61,171.27K,-0.48%
11/25/2021,75.52,76.43,76.43,75.52,427.17K,-1.19%
11/24/2021,76.43,76.24,76.43,75.97,109.39K,0.24%
11/23/2021,76.24,76.61,76.79,75.97,302.55K,-0.59%
11/22/2021,76.7,77.34,77.61,76.52,403.90K,-1.40%
11/19/2021,77.79,76.7,77.97,76.43,285.16K,1.66%
11/17/2021,76.52,77.34,77.34,75.52,203.06K,-0.94%
11/16/2021,77.24,76.15,77.43,75.97,417.98K,1.07%
11/15/2021,76.43,75.52,77.52,75.33,646.54K,-1.18%
11/12/2021,77.34,78.79,80.07,77.34,454.32K,-1.73%
11/11/2021,78.7,78.7,79.61,78.7,130.38K,0.00%
11/10/2021,78.7,78.88,79.52,78.34,65.50K,0.00%
11/09/2021,78.7,78.88,78.88,78.34,74.07K,-1.14%
11/08/2021,79.61,79.97,80.07,78.7,122.18K,-0.57%
11/05/2021,80.07,80.97,80.97,79.79,237.94K,-1.12%
11/03/2021,80.97,80.97,81.88,80.52,219.67K,0.23%
11/02/2021,80.79,80.25,81.07,80.07,481.17K,0.34%
11/01/2021,80.52,80.97,80.97,80.16,240.63K,-0.56%
10/29/2021,80.97,80.52,81.43,79.61,218.88K,0.79%
10/28/2021,80.34,80.07,80.97,79.61,96.79K,0.57%
10/27/2021,79.88,78.97,80.07,78.61,148.41K,0.80%
10/26/2021,79.25,79.16,80.07,78.79,233.74K,-0.46%
10/25/2021,79.61,80.07,80.07,78.25,725.20K,-0.46%
10/22/2021,79.97,80.07,80.97,79.16,106.29K,-0.11%
10/21/2021,80.07,79.16,80.07,79.16,403.60K,1.62%
10/18/2021,78.79,79.16,79.16,77.88,47.90K,0.12%
10/15/2021,78.7,78.25,78.7,78.15,82.92K,0.82%
10/14/2021,78.06,78.7,78.7,77.97,109.05K,-1.38%
10/13/2021,79.16,80.07,80.07,77.34,903.90K,-1.58%
10/12/2021,80.43,79.16,80.97,79.16,13.21K,1.49%
10/11/2021,79.25,81.88,81.88,79.16,445.54K,-2.68%
10/08/2021,81.43,81.88,81.88,80.97,506.03K,-0.56%
10/07/2021,81.88,82.34,82.98,81.7,969.70K,-0.33%
10/06/2021,82.16,79.16,82.7,79.16,1.76M,3.67%
10/05/2021,79.25,77.24,79.43,77.06,278.15K,2.71%
10/04/2021,77.15,77.34,77.34,77.06,45.19K,-0.24%
10/01/2021,77.34,78.25,78.25,76.88,320.69K,0.00%
09/30/2021,77.34,76.24,77.34,75.97,213.05K,1.55%
09/29/2021,76.15,75.52,76.43,75.52,57.59K,0.84%
09/28/2021,75.52,76.33,76.43,75.52,439.63K,-1.19%
09/27/2021,76.43,76.06,77.34,76.06,10.98K,0.00%
09/24/2021,76.43,76.15,76.61,75.97,49.59K,0.84%
09/23/2021,75.79,76.24,76.24,75.52,304.24K,0.36%
09/22/2021,75.52,75.88,76.06,75.42,128.37K,-0.48%
09/21/2021,75.88,75.97,76.24,75.42,147.03K,-0.48%
09/17/2021,76.24,76.88,76.88,75.97,167.55K,-0.24%
09/16/2021,76.43,76.33,76.43,75.88,376.73K,0.00%
09/15/2021,76.43,75.97,76.43,75.88,67.24K,1.20%
09/14/2021,75.52,76.43,76.43,75.42,183.93K,-0.60%
09/13/2021,75.97,76.43,76.43,74.61,342.07K,-1.18%
09/10/2021,76.88,77.34,77.79,76.52,411.25K,0.12%
09/09/2021,76.79,76.79,76.88,76.43,646.98K,-0.24%
09/08/2021,76.97,77.34,77.79,76.61,432.91K,-0.47%
09/07/2021,77.34,77.79,77.79,77.34,708.18K,-0.58%
09/06/2021,77.79,78.25,78.25,77.15,842.57K,-0.58%
09/03/2021,78.25,77.79,78.25,77.34,914.35K,0.23%
09/02/2021,78.06,77.79,78.43,77.34,902.43K,-0.23%
09/01/2021,78.25,77.52,78.34,77.15,622.36K,-1.15%
08/31/2021,79.16,77.52,79.34,77.34,922.96K,2.11%
08/30/2021,77.52,79.61,79.61,77.34,487.09K,-2.41%
08/27/2021,79.43,80.52,80.52,78.34,390.73K,-0.80%
08/26/2021,80.07,77.7,81.52,77.52,864.20K,2.92%
08/25/2021,77.79,77.34,78.25,77.34,150.28K,0.47%
08/24/2021,77.43,77.15,78.15,76.88,192.96K,0.35%
08/23/2021,77.15,77.15,77.79,76.88,340.45K,0.36%
08/20/2021,76.88,77.7,77.7,76.88,138.57K,-1.05%
08/19/2021,77.7,77.34,77.88,77.34,190.95K,0.47%
08/18/2021,77.34,77.34,77.61,76.88,132.51K,0.59%
08/17/2021,76.88,75.97,77.79,75.97,360.78K,0.72%
08/16/2021,76.33,76.06,76.43,75.97,25.76K,0.24%
08/13/2021,76.15,76.06,76.43,75.97,66.09K,0.84%
08/12/2021,75.52,75.88,76.43,75.15,200.63K,-0.60%
08/11/2021,75.97,75.33,76.06,75.24,141.19K,0.60%
08/10/2021,75.52,75.97,76.43,75.42,884.11K,0.00%
08/09/2021,75.52,76.33,76.33,75.42,221.54K,-0.95%
08/06/2021,76.24,75.79,76.43,75.61,98.72K,0.12%
08/05/2021,76.15,76.88,76.88,75.79,240.88K,-0.95%
08/04/2021,76.88,76.88,77.34,76.7,1.13M,0.00%
08/03/2021,76.88,77.43,77.43,76.79,125.85K,-0.71%
08/02/2021,77.43,77.7,77.79,77.34,952.14K,-0.35%
07/30/2021,77.7,77.43,77.79,77.15,31.04K,-0.70%
07/29/2021,78.25,76.97,78.25,76.7,338.38K,2.02%
07/28/2021,76.7,76.43,77.24,75.61,139.67K,0.00%
07/27/2021,76.7,77.06,77.34,75.52,177.47K,0.72%
07/26/2021,76.15,77.34,77.79,76.15,418.05K,-1.53%
07/22/2021,77.34,78.97,79.16,77.34,860.80K,-1.96%
07/20/2021,78.88,79.16,79.25,78.79,354.88K,-1.03%
07/19/2021,79.7,79.43,80.07,79.16,355.28K,0.69%
07/16/2021,79.16,79.25,79.61,79.16,280.83K,-0.23%
07/15/2021,79.34,79.61,79.61,79.16,145.87K,-0.34%
07/14/2021,79.61,78.97,79.61,78.88,81.69K,0.57%
07/13/2021,79.16,80.07,80.07,78.88,122.29K,-1.14%
07/12/2021,80.07,79.43,80.07,79.16,17.80K,0.57%
07/09/2021,79.61,78.7,79.61,78.61,151.52K,1.16%
07/08/2021,78.7,78.43,78.97,78.43,85.11K,0.46%
07/07/2021,78.34,78.88,78.88,78.25,611.01K,-0.23%
07/06/2021,78.52,79.06,79.16,78.52,91.51K,-0.69%
07/05/2021,79.06,79.16,79.7,78.88,175.48K,-0.69%
07/02/2021,79.61,80.97,80.97,79.16,255.58K,-1.69%
07/01/2021,80.97,80.25,80.97,79.7,200.12K,0.91%
06/30/2021,80.25,81.34,81.61,79.97,426.36K,-1.45%
06/29/2021,81.43,82.07,82.16,80.88,149.95K,-0.56%
06/28/2021,81.88,81.88,82.16,80.97,1.38M,0.33%
06/25/2021,81.61,80.07,81.88,80.07,671.61K,2.05%
06/23/2021,79.97,80.16,81.88,79.61,1.53M,-0.23%
06/22/2021,80.16,81.43,81.43,79.61,504.02K,-1.23%
06/21/2021,81.16,81.88,81.88,81.16,153.22K,-0.89%
06/18/2021,81.88,81.43,82.34,81.43,115.39K,-0.22%
06/17/2021,82.07,82.61,82.61,81.79,119.42K,-0.11%
06/16/2021,82.16,81.88,82.79,81.07,186.03K,0.33%
06/15/2021,81.88,82.61,82.61,81.43,101.75K,-0.55%
06/14/2021,82.34,82.79,83.16,81.79,174.95K,-1.52%
06/11/2021,83.61,83.07,83.7,82.16,429.64K,0.00%
06/10/2021,83.61,82.7,83.61,81.88,489.60K,2.11%
06/09/2021,81.88,81.88,82.79,81.7,102.58K,0.00%
06/08/2021,81.88,83.25,83.7,81.07,302.17K,-1.42%
06/07/2021,83.07,83.34,83.98,82.79,532.62K,-0.65%
06/04/2021,83.61,82.52,83.7,81.98,984.28K,0.99%
06/03/2021,82.79,80.79,82.79,80.43,1.21M,2.02%
06/02/2021,81.16,81.88,81.88,80.07,342.29K,-0.67%
06/01/2021,81.7,79.16,81.79,79.16,934.05K,3.22%
05/31/2021,79.16,78.25,79.43,77.34,609.73K,1.75%
05/28/2021,77.79,77.79,78.15,76.88,97.84K,0.59%
05/25/2021,77.34,75.52,78.25,75.52,657.71K,2.41%
05/24/2021,75.52,75.15,75.88,75.06,309.11K,0.48%
05/21/2021,75.15,75.79,76.43,75.06,497.59K,-0.84%
05/20/2021,75.79,77.34,77.34,75.52,302.44K,-2.00%
05/19/2021,77.34,76.97,78.15,76.33,177.83K,0.71%
05/18/2021,76.79,76.88,77.24,75.52,104.19K,0.24%
05/17/2021,76.61,74.61,76.97,74.61,294.46K,3.31%
05/13/2021,74.15,73.33,74.61,73.33,158.87K,1.12%
05/12/2021,73.33,73.42,73.61,72.97,232.97K,-0.12%
05/11/2021,73.42,73.24,73.61,73.24,61.62K,0.25%
05/10/2021,73.24,74.15,74.15,72.42,496.65K,-1.47%
05/07/2021,74.33,72.33,75.52,72.24,531.11K,2.64%
05/06/2021,72.42,72.79,72.79,72.06,513.35K,-0.50%
05/05/2021,72.79,72.7,73.06,72.42,46.25K,1.27%
05/04/2021,71.88,72.79,72.79,71.88,271.03K,-1.13%
05/03/2021,72.7,73.24,73.24,71.97,424.58K,-0.75%
04/30/2021,73.24,73.33,73.7,73.24,20.63K,0.00%
04/29/2021,73.24,73.24,73.7,72.79,553.22K,-0.62%
04/28/2021,73.7,72.33,73.7,72.33,101.84K,1.50%
04/27/2021,72.6,73.7,74.15,71.88,635.53K,-2.68%
04/23/2021,74.61,74.7,75.97,74.52,339.38K,-2.38%
04/22/2021,76.43,77.34,77.34,75.97,175.42K,-1.18%
04/21/2021,77.34,77.34,78.06,76.24,180.53K,0.00%
04/20/2021,77.34,78.52,78.7,77.24,288.25K,-1.73%
04/19/2021,78.7,78.97,78.97,78.15,88.79K,-0.46%
04/16/2021,79.06,79.16,79.34,78.7,435.53K,-0.11%
04/15/2021,79.16,79.43,79.43,78.79,962.48K,-0.23%
04/12/2021,79.34,78.52,79.43,78.52,271.09K,1.04%
04/09/2021,78.52,78.15,78.61,77.97,237.86K,0.35%
04/08/2021,78.25,77.88,78.25,77.34,390.77K,0.58%
04/07/2021,77.79,77.79,78.79,77.7,221.19K,-0.47%
04/06/2021,78.15,77.06,78.43,76.97,316.07K,1.30%
04/05/2021,77.15,77.88,78.15,76.88,306.36K,-1.17%
04/01/2021,78.06,77.61,78.25,77.34,46.58K,0.12%
03/31/2021,77.97,80.07,80.07,77.43,189.45K,-3.57%
03/30/2021,80.86,80.77,80.95,80.06,1.02M,0.89%
03/29/2021,80.15,79.17,82.28,78.99,432.54K,1.12%
03/26/2021,79.26,79.17,79.97,77.84,326.47K,0.11%
03/25/2021,79.17,79.97,79.97,78.28,60.16K,-0.56%
03/24/2021,79.61,78.01,80.06,77.39,186.44K,2.05%
03/23/2021,78.01,77.03,78.01,76.23,41.25K,1.27%
03/22/2021,77.03,76.95,77.3,76.5,90.96K,0.12%
03/19/2021,76.95,75.7,77.12,75.7,102.62K,1.65%
03/18/2021,75.7,77.21,77.21,75.61,510.28K,0.00%
03/17/2021,75.7,77.75,77.84,75.7,105.89K,-2.74%
03/16/2021,77.84,78.01,78.19,76.77,57.36K,0.46%
03/15/2021,77.48,77.84,80.06,77.39,275.75K,0.23%
03/12/2021,77.3,76.5,78.28,76.5,285.84K,1.05%
03/10/2021,76.5,79.08,79.08,76.23,169.41K,-2.49%
03/09/2021,78.46,77.39,79.97,77.39,115.46K,3.04%
03/08/2021,76.14,75.61,77.39,75.43,579.76K,0.82%
03/05/2021,75.52,75.61,76.06,73.83,398.41K,0.24%
03/04/2021,75.34,76.5,76.68,74.9,477.62K,-1.28%
03/03/2021,76.32,77.39,77.39,75.97,237.58K,-1.15%
03/02/2021,77.21,78.55,78.55,76.95,150.33K,-1.71%
03/01/2021,78.55,78.99,80.5,78.28,628.61K,-0.56%
02/25/2021,78.99,79.17,80.95,78.01,939.64K,4.47%
02/24/2021,75.61,76.5,76.5,75.26,2.78M,-1.16%
02/23/2021,76.5,78.72,78.72,75.61,1.42M,-3.37%
02/22/2021,79.17,80.95,80.95,78.37,665.31K,-1.11%
02/19/2021,80.06,78.46,80.95,78.46,1.02M,2.04%
02/18/2021,78.46,79.08,79.17,77.84,300.13K,0.00%
02/17/2021,78.46,77.84,79.88,76.5,1.57M,0.58%
02/16/2021,78.01,80.5,80.95,77.3,777.06K,-2.89%
02/15/2021,80.33,78.28,80.95,78.28,1.44M,2.50%
02/12/2021,78.37,76.86,79.17,76.86,545.88K,2.69%
02/11/2021,76.32,76.59,77.39,71.16,680.92K,-1.95%
02/10/2021,77.84,78.55,78.55,76.95,586.70K,-0.33%
02/09/2021,78.1,80.06,80.06,76.41,408.91K,-2.45%
02/08/2021,80.06,84.33,84.33,79.61,1.02M,-2.91%
02/05/2021,82.46,83.62,84.51,81.84,285.00K,-0.33%
02/03/2021,82.73,79.17,83.62,79.17,680.17K,3.45%
02/02/2021,79.97,85.22,85.31,76.5,1.47M,-6.64%
02/01/2021,85.66,88.95,88.95,85.31,1.18M,-3.42%
01/29/2021,88.69,92.07,93.4,88.06,3.05M,-0.10%
01/27/2021,88.78,90.07,90.29,88.06,1.44M,-0.69%
01/26/2021,89.4,91.62,92.07,88.95,2.91M,-0.25%
01/25/2021,89.62,88.78,91.62,88.51,2.26M,1.56%
01/22/2021,88.24,84.06,88.69,84.06,2.16M,5.87%
01/21/2021,83.35,85.4,85.4,82.28,1.37M,-3.10%
01/20/2021,86.02,86.29,88.87,81.84,2.19M,0.53%
01/19/2021,85.57,79.17,86.29,79.17,5.35M,8.45%
01/18/2021,78.9,75.61,80.06,75.61,2.42M,5.21%
01/15/2021,74.99,72.94,75.7,72.68,1.33M,2.81%
01/13/2021,72.94,72.76,73.39,72.5,616.91K,0.00%
01/12/2021,72.94,73.03,73.48,72.05,978.06K,-0.37%
01/11/2021,73.21,73.3,73.48,72.94,1.24M,-0.12%
01/08/2021,73.3,73.57,73.65,72.85,1.00M,-0.37%
01/07/2021,73.57,73.74,73.83,72.85,581.89K,-0.35%
01/06/2021,73.83,73.83,74.01,72.94,1.15M,-0.24%
01/05/2021,74.01,74.28,74.63,73.83,724.87K,-0.12%
01/04/2021,74.1,72.05,74.37,72.05,1.39M,2.97%
12/31/2020,71.96,71.7,72.5,71.52,692.80K,0.49%
12/30/2020,71.61,71.25,71.88,71.25,313.29K,0.51%
12/28/2020,71.25,70.54,71.88,70.54,204.40K,1.26%
12/24/2020,70.36,70.27,70.63,69.92,171.75K,0.13%
12/23/2020,70.27,70.72,70.72,70.18,696.08K,-0.64%
12/22/2020,70.72,70.27,71.16,70.27,133.65K,0.13%
12/21/2020,70.63,71.16,71.7,70.45,515.77K,-0.74%
12/18/2020,71.16,71.61,71.79,71.07,1.23M,-0.63%
12/17/2020,71.61,71.88,72.23,71.25,398.64K,-0.61%
12/16/2020,72.05,72.05,72.76,71.79,285.96K,0.00%
12/15/2020,72.05,72.94,73.3,71.88,283.73K,-1.34%
12/14/2020,73.03,72.94,73.83,72.85,190.80K,-1.08%
12/11/2020,73.83,73.83,73.92,73.12,337.16K,0.12%
12/10/2020,73.74,74.63,74.63,72.85,226.14K,-0.36%
12/09/2020,74.01,75.43,75.61,73.03,921.46K,-1.54%
12/08/2020,75.17,74.63,75.79,74.63,1.32M,1.32%
12/07/2020,74.19,72.85,74.54,72.76,430.04K,1.97%
12/04/2020,72.76,71.96,73.03,71.7,1.04M,1.48%
12/03/2020,71.7,71.96,72.05,71.34,563.06K,0.13%
12/02/2020,71.61,72.05,72.05,71.52,368.17K,0.25%
12/01/2020,71.43,70.54,72.05,70.36,1.69M,1.90%
11/30/2020,70.1,68.05,70.72,67.96,853.39K,3.01%
11/27/2020,68.05,68.05,68.49,68.05,435.03K,0.00%
11/26/2020,68.05,67.87,68.23,67.78,655.55K,0.27%
11/25/2020,67.87,68.32,68.49,67.61,390.05K,-0.40%
11/24/2020,68.14,68.14,68.49,67.78,820.84K,0.13%
11/23/2020,68.05,67.78,68.23,67.61,719.92K,0.53%
11/20/2020,67.69,67.61,68.05,67.61,454.34K,0.12%
11/19/2020,67.61,67.69,67.96,67.52,56.54K,-0.12%
11/18/2020,67.69,67.61,68.41,67.16,47.56K,0.79%
11/17/2020,67.16,67.61,67.61,66.89,319.24K,-0.78%
11/16/2020,67.69,68.49,68.94,67.43,259.96K,-1.17%
11/13/2020,68.49,68.49,69.03,68.05,367.82K,0.00%
11/12/2020,68.49,67.61,70.27,67.16,564.33K,-2.53%
11/11/2020,70.27,71.16,71.16,69.38,787.65K,1.15%
11/10/2020,69.47,67.61,70.27,67.61,774.78K,4.00%
11/09/2020,66.8,67.52,67.61,66.36,662.29K,0.00%
11/06/2020,66.8,66.27,68.41,66,1.05M,0.80%
11/05/2020,66.27,66.72,66.72,65.83,561.86K,0.00%
11/04/2020,66.27,65.38,66.72,65.2,119.33K,1.36%
11/03/2020,65.38,64.94,65.74,64.85,494.07K,0.68%
11/02/2020,64.94,64.94,66,64.76,470.75K,-1.74%
10/29/2020,66.09,64.94,66.54,64.76,71.88K,1.77%
10/28/2020,64.94,65.38,66.18,64.49,850.83K,-1.08%
10/27/2020,65.65,66,66.09,65.38,719.13K,-0.14%
10/26/2020,65.74,64.94,66.09,64.94,389.72K,-0.80%
10/23/2020,66.27,67.34,67.52,66.18,861.43K,0.00%
10/22/2020,66.27,64.94,68.05,64.94,446.26K,0.94%
10/21/2020,65.65,68.05,68.85,64.94,737.69K,-3.78%
10/20/2020,68.23,68.85,68.85,68.05,476.01K,-0.90%
10/19/2020,68.85,69.92,69.92,68.49,394.10K,0.13%
10/16/2020,68.76,68.58,70.36,67.61,486.70K,-0.26%
10/15/2020,68.94,70.27,70.27,67.78,128.70K,-0.13%
10/14/2020,69.03,66.27,70.72,66.09,655.91K,4.16%
10/13/2020,66.27,66.72,67.61,66.09,1.14M,-1.06%
10/12/2020,66.98,68.49,68.76,66.63,464.27K,-2.20%
10/09/2020,68.49,68.05,69.56,68.05,668.07K,1.71%
10/08/2020,67.34,66.36,68.76,66.36,291.15K,1.75%
10/07/2020,66.18,65.92,68.05,65.83,1.70M,0.00%
10/06/2020,66.18,65.83,69.38,62.45,1.63M,-0.41%
10/05/2020,66.45,68.05,68.85,65.03,2.12M,-5.68%
10/02/2020,70.45,71.16,71.16,70.27,886.32K,-0.87%
09/30/2020,71.07,70.72,71.16,69.74,598.86K,-0.13%
09/29/2020,71.16,72.05,72.05,70.72,1.84M,-1.11%
09/28/2020,71.96,72.05,72.5,71.61,323.67K,-0.12%
09/25/2020,72.05,72.05,72.85,71.61,430.99K,0.36%
09/24/2020,71.79,72.05,72.94,71.61,2.33M,-0.24%
09/23/2020,71.96,72.5,72.94,71.61,399.18K,0.00%
09/22/2020,71.96,73.83,73.83,71.16,851.43K,-1.47%
09/21/2020,73.03,74.28,74.28,72.5,1.07M,-0.84%
09/18/2020,73.65,73.74,74.54,73.48,2.65M,0.48%
09/17/2020,73.3,70.36,73.74,70.27,2.43M,4.31%
09/16/2020,70.27,70.27,71.7,69.83,807.36K,0.50%
09/15/2020,69.92,70.72,70.72,69.74,1.29M,-0.88%
09/14/2020,70.54,71.16,71.61,70.36,917.22K,-0.25%
09/11/2020,70.72,70.27,71.16,70.27,262.10K,0.64%
09/10/2020,70.27,71.07,71.16,70.27,1.60M,0.00%
09/09/2020,70.27,70.27,72.5,70.18,601.55K,1.80%
09/08/2020,69.03,68.94,69.38,68.58,310.80K,-0.50%
09/07/2020,69.38,69.92,70.18,68.67,442.40K,-0.77%
09/04/2020,69.92,70.81,70.81,69.74,720.38K,-1.26%
09/03/2020,70.81,71.16,71.16,70.72,340.24K,-0.49%
09/02/2020,71.16,72.05,72.05,70.9,1.03M,-1.11%
08/31/2020,71.96,72.85,72.85,71.88,771.76K,-0.74%
08/28/2020,72.5,71.25,72.94,71.25,716.20K,1.75%
08/27/2020,71.25,73.12,73.12,71.07,7.32M,-1.85%
08/26/2020,72.59,73.39,73.39,72.23,363.44K,-0.72%
08/25/2020,73.12,74.37,74.37,72.76,1.01M,-1.68%
08/24/2020,74.37,73.92,75.61,73.83,784.84K,0.61%
08/21/2020,73.92,73.83,74.19,73.65,506.98K,0.12%
08/20/2020,73.83,73.83,74.28,73.12,2.18M,-0.12%
08/19/2020,73.92,73.39,74.28,72.94,601.86K,0.72%
08/18/2020,73.39,73.39,73.83,72.94,5.27M,0.62%
08/17/2020,72.94,73.39,73.74,71.88,3.24M,-0.61%
08/14/2020,73.39,74.72,74.72,73.3,1.94M,-1.08%
08/13/2020,74.19,72.5,74.63,71.88,4.10M,2.97%
08/12/2020,72.05,69.38,72.23,69.38,4.05M,5.74%
08/11/2020,68.14,67.78,69.12,67.61,3.67M,0.53%
08/10/2020,67.78,68.85,68.85,67.43,2.48M,-0.92%
08/07/2020,68.41,69.83,70.27,67.87,3.13M,-0.12%
08/06/2020,68.49,68.32,69.03,67.87,1.53M,0.00%
08/05/2020,68.49,68.49,68.94,68.14,768.10K,0.25%
08/04/2020,68.32,67.61,68.49,67.61,541.58K,2.40%
07/31/2020,66.72,65.38,66.8,64.94,478.88K,3.60%
07/30/2020,64.4,65.38,65.38,64.05,1.33M,-1.50%
